,UniqueTowID,Survey,TowNum,Region,Stratum,Grid_ID,Common_name,Scientific_name,NumberCaught,catch_sum,Weight,weight_sum,Catch_Weight_Type,Catch_Weight_Unit,Subsample_Weight,Male_weights,female_weights,station_code,Start_Date,End_Date,start_lat,start_lon,end_lat,end_lon,start_depth,end_depth,avg_depth,Tow_Time,Tow_LengthNM,Catch_seq,Tow_Time_Exp,Std_dur,EXP_Catch,EXP_Weight,Year,Water_Temp_DegC,Salinity_psu
1086,1448283,SP08,112,5,3,49,lobster american,Homarus americanus,30,30,11.4,11.4,WH,KG,0,8.42,2.98,R,6/6/2008 4:00:00,6/6/2008 4:00:00,44.6841,-66.99813,44.69243,-66.98438,47.5,49.5,48.5,20,0.772,4338717,1,20,30,11.4,2008,6.1,31.78
1087,1598499,FL08,1,1,3,640,lobster american,Homarus americanus,19,19,6.06,6.06,WH,KG,0,3.88,2.18,R,9/30/2008 4:00:00,9/30/2008 4:00:00,42.91122,-70.54472,42.91878,-70.56152,44.5,43.3,43.9,20,0.868,4484609,1,20,19,6.06,2008,8.3,32.5
1088,1599932,FL08,2,1,3,681,lobster american,Homarus americanus,5,5,1.7,1.7,WH,KG,0,1.18,0.52,R,9/30/2008 4:00:00,9/30/2008 4:00:00,42.87352,-70.5598,42.88432,-70.54488,47.5,47.5,47.5,20,0.812,4484610,1,20,5,1.7,2008,7.4,32.65
1089,1599934,FL08,4,1,1,554,lobster american,Homarus americanus,127,127,26,26,WH,KG,0,12.4,13.6,R,9/30/2008 4:00:00,9/30/2008 4:00:00,42.98288,-70.65973,42.97618,-70.66813,13.4,12.9,13.15,20,0.85,4484612,1,20,127,26,2008,12.9,31.65
1090,1599935,FL08,5,1,4,666,lobster american,Homarus americanus,1,1,0.19,0.19,WH,KG,0,0.19,#N/A,R,10/1/2008 4:00:00,10/1/2008 4:00:00,42.89238,-70.43755,42.90103,-70.45322,71.7,65.2,68.45,20,0.865,4484613,1,20,1,0.19,2008,6.7,32.44
1091,1601095,FL08,6,1,4,567,lobster american,Homarus americanus,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,R,10/1/2008 4:00:00,10/1/2008 4:00:00,42.97912,-70.37343,42.98648,-70.3897,64.7,60,62.35,20,0.844,#N/A,1,20,0,0,2008,6.2,32.72
1092,1601096,FL08,7,1,3,504,lobster american,Homarus americanus,4,4,1.54,1.54,WH,KG,0,0.82,0.72,R,10/1/2008 4:00:00,10/1/2008 4:00:00,43.02943,-70.4451,43.01845,-70.45602,52.4,52,52.2,20,0.817,4484614,1,20,4,1.54,2008,7.8,32.74
1093,1601097,FL08,8,1,3,450,lobster american,Homarus americanus,27,27,6.62,6.62,WH,KG,0,2.4,4.22,R,10/1/2008 4:00:00,10/1/2008 4:00:00,43.08273,-70.45283,43.07678,-70.47008,43.6,42.4,43,20,0.851,4484615,1,20,27,6.62,2008,8.3,32.54
1094,1601098,FL08,9,1,2,488,lobster american,Homarus americanus,121,121,32.86,32.86,WH,KG,0,18.34,14.52,R,10/1/2008 4:00:00,10/1/2008 4:00:00,43.07835,-70.52085,43.08517,-70.50422,34.1,34.3,34.2,20,0.84,4484616,1,20,121,32.86,2008,9.2,32.45
1095,1601099,FL08,10,1,2,346,lobster american,Homarus americanus,83,83,17.78,17.78,WH,KG,0,11.24,6.54,NR,10/2/2008 4:00:00,10/2/2008 4:00:00,43.17568,-70.43718,43.16545,-70.44683,35.7,32.6,34.14,18,0.746,4485276,1.111111111,20,92.22222222,19.75555556,2008,9.2,32.44
1096,1601102,FL08,12,1,4,373,lobster american,Homarus americanus,2,2,0.86,0.86,WH,KG,0,0.86,#N/A,RA,10/2/2008 4:00:00,10/2/2008 4:00:00,43.16223,-70.28128,43.16462,-70.26345,67.1,67.6,67.35,20,0.794,4485278,1,20,2,0.86,2008,5.9,32.99
1097,1601107,FL08,15,1,1,141,lobster american,Homarus americanus,138,138,33.2,33.2,WH,KG,0,22.26,10.94,NR,10/4/2008 4:00:00,10/4/2008 4:00:00,43.50288,-70.35162,43.5154,-70.3418,6.9,6.2,6.55,20,0.861,4485281,1,20,138,33.2,2008,11.3,32.17
1098,1601108,FL08,16,1,1,1,lobster american,Homarus americanus,247,247,29.4,29.4,WH,KG,0,15.7,13.7,RA,10/4/2008 4:00:00,10/4/2008 4:00:00,43.55147,-70.28497,43.54635,-70.29503,4.5,5.4,4.95,13,0.536,4485282,1.538461538,20,380,45.23076923,2008,11.5,32.75
1099,1601109,FL08,17,1,2,20,lobster american,Homarus americanus,185,185,64.62,64.62,WH,KG,0,36.82,27.8,NR,10/4/2008 4:00:00,10/4/2008 4:00:00,43.5023,-70.20673,43.51287,-70.19417,34.8,33.4,34.1,20,0.839,4485283,1,20,185,64.62,2008,9.1,32.61
1100,1601110,FL08,18,2,1,154,lobster american,Homarus americanus,980,980,151.16,151.16,WH,KG,0,90.78,60.38,R,10/6/2008 4:00:00,10/6/2008 4:00:00,43.77398,-70.03913,43.76453,-70.04038,9.5,13.5,11.5,14,0.571,4485284,1.428571429,20,1400,215.9428571,2008,12.3,31.64
1101,1601112,FL08,19,2,2,375,lobster american,Homarus americanus,284,284,51.12,51.12,WH,KG,0,28,23.12,R,10/6/2008 4:00:00,10/6/2008 4:00:00,43.66093,-69.96473,43.6712,-69.95848,28.2,25.6,26.9,17,0.674,4485351,1.176470588,20,334.1176471,60.14117647,2008,9.9,32.53
1102,1601173,FL08,20,2,1,337,lobster american,Homarus americanus,106,106,29.96,29.96,WH,KG,0,12.22,17.74,R,10/6/2008 4:00:00,10/6/2008 4:00:00,43.69512,-69.8969,43.68893,-69.88755,14,15,14.5,15,0.551,4485516,1.333333333,20,141.3333333,39.94666667,2008,10.4,32.41
1103,1610306,FL08,21,2,4,720,lobster american,Homarus americanus,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,R,10/7/2008 4:00:00,10/7/2008 4:00:00,43.47298,-69.95195,43.4628,-69.9647,67.6,66,66.8,20,0.825,#N/A,1,20,0,0,2008,6.4,33.25
1104,1610307,FL08,22,2,4,723,lobster american,Homarus americanus,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,R,10/7/2008 4:00:00,10/7/2008 4:00:00,43.47543,-69.88833,43.46168,-69.88658,71.5,72.9,72.2,20,0.827,#N/A,1,20,0,0,2008,7.2,33.1
1105,1610308,FL08,23,2,4,691,lobster american,Homarus americanus,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,R,10/7/2008 4:00:00,10/7/2008 4:00:00,43.50712,-69.88127,43.5132,-69.86453,64.1,59.3,61.7,20,0.819,#N/A,1,20,0,0,2008,7.7,33.06
1106,1610311,FL08,24,2,3,615,lobster american,Homarus americanus,2,2,0.42,0.42,WH,KG,0,0.14,0.28,R,10/7/2008 4:00:00,10/7/2008 4:00:00,43.54888,-69.90073,43.55772,-69.9146,49.1,44.3,46.7,20,0.806,4485517,1,20,2,0.42,2008,8.7,32.5
1107,1610784,FL08,27,2,2,425,lobster american,Homarus americanus,90,90,28.02,28.02,WH,KG,0,13.17,14.84,R,10/8/2008 4:00:00,10/8/2008 4:00:00,43.65918,-69.74447,43.646,-69.7484,33.1,40.2,36.65,20,0.809,4485520,1,20,90,28.02,2008,9.3,32.64
1108,1610785,FL08,28,2,4,624,lobster american,Homarus americanus,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,R,10/8/2008 4:00:00,10/8/2008 4:00:00,43.54413,-69.69232,43.55728,-69.68645,65.6,63.8,64.7,20,0.829,#N/A,1,20,0,0,2008,7.7,32.95
1109,1610940,FL08,29,2,2,194,lobster american,Homarus americanus,439,439,90.46,90.46,WH,KG,0,51,39.46,R,10/8/2008 4:00:00,10/8/2008 4:00:00,43.74725,-69.69592,43.75775,-69.69642,31.7,31.8,31.75,15,0.63,4485521,1.333333333,20,585.3333333,120.6133333,2008,9.7,32.5
1110,1610953,FL08,31,2,3,170,lobster american,Homarus americanus,68,68,15.72,15.72,WH,KG,0,10.3,5.42,NR,10/9/2008 4:00:00,10/9/2008 4:00:00,43.76767,-69.4853,43.7796,-69.47488,45.9,46,45.95,20,0.856,4485523,1,20,68,15.72,2008,8.7,32.6
1111,1610955,FL08,33,2,3,242,lobster american,Homarus americanus,25,25,6.96,6.96,WH,KG,0,3.18,3.78,R,10/10/2008 4:00:00,10/10/2008 4:00:00,43.7385,-69.41063,43.75175,-69.40478,50.4,47.3,48.85,20,0.834,4485525,1,20,25,6.96,2008,8.3,33.12
1112,1610956,FL08,34,2,3,208,lobster american,Homarus americanus,83,83,24.76,24.76,WH,KG,0,13.46,11.3,R,10/10/2008 4:00:00,10/10/2008 4:00:00,43.76533,-69.35542,43.75232,-69.36238,44.8,46.7,45.75,20,0.837,4485526,1,20,83,24.76,2008,8.8,32.81
1113,1610957,FL08,35,3,3,566,lobster american,Homarus americanus,77,77,19.5,19.5,WH,KG,0,11.42,8.08,RA,10/13/2008 4:00:00,10/13/2008 4:00:00,43.7538,-69.20933,43.7666,-69.21648,50.2,47.5,48.85,20,0.829,4485527,1,20,77,19.5,2008,8.9,33.06
1114,1610958,FL08,36,3,3,543,lobster american,Homarus americanus,150,150,36.88,36.88,WH,KG,0,21.48,15.4,R,10/13/2008 4:00:00,10/13/2008 4:00:00,43.77648,-69.18233,43.76393,-69.17462,47.7,48.7,48.2,20,0.823,4485528,1,20,150,36.88,2008,8.6,32.97
1115,1610959,FL08,37,3,1,254,lobster american,Homarus americanus,825,825,132.44,132.44,WH,KG,0,74.98,57.46,R,10/13/2008 4:00:00,10/13/2008 4:00:00,43.96653,-69.13987,43.96242,-69.15695,15.8,15.8,15.8,20,0.781,4485529,1,20,825,132.44,2008,11,32.15
1116,1610960,FL08,38,3,2,8,lobster american,Homarus americanus,327,327,81.6,81.6,WH,KG,0,42.74,38.86,R,10/14/2008 4:00:00,10/14/2008 4:00:00,44.29745,-68.96707,44.3091,-68.9573,32.3,33.5,32.9,19,0.816,4485535,1.052631579,20,344.2105263,85.89473684,2008,11.9,32.04
1117,1610961,FL08,39,3,2,43,lobster american,Homarus americanus,122,122,24.24,24.24,WH,KG,0,14.64,9.6,R,10/14/2008 4:00:00,10/14/2008 4:00:00,44.25812,-69.00072,44.24597,-69.00827,26.7,26.4,26.55,19,0.798,4485536,1.052631579,20,128.4210526,25.51578947,2008,11.7,32.13
1118,1610962,FL08,40,3,2,142,lobster american,Homarus americanus,68,68,27.08,27.08,WH,KG,0,16.68,10.4,R,10/14/2008 4:00:00,10/14/2008 4:00:00,44.13732,-68.96527,44.14592,-68.95118,34.9,31.5,33.2,20,0.799,4485537,1,20,68,27.08,2008,11.5,32.17
1119,1610963,FL08,41,3,2,437,lobster american,Homarus americanus,237,237,57.74,57.74,WH,KG,0,30.98,26.76,R,10/15/2008 4:00:00,10/15/2008 4:00:00,43.8249,-69.04438,43.8382,-69.03972,39.4,37.4,38.4,20,0.825,4485538,1,20,237,57.74,2008,9.8,32.75
1120,1610964,FL08,42,3,4,759,lobster american,Homarus americanus,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,R,10/15/2008 4:00:00,10/15/2008 4:00:00,43.58162,-69.08093,43.58833,-69.06518,75.7,73.9,74.8,20,0.808,#N/A,1,20,0,0,2008,7,33.15
1121,1610965,FL08,43,3,4,786,lobster american,Homarus americanus,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,R,10/15/2008 4:00:00,10/15/2008 4:00:00,43.55777,-69.05173,43.54775,-69.03942,74.7,65.6,70.15,20,0.807,#N/A,1,20,0,0,2008,7.1,33.23
1122,1610986,FL08,45,3,3,427,lobster american,Homarus americanus,4,4,1.62,1.62,WH,KG,0,0.64,0.98,NR,10/16/2008 4:00:00,10/16/2008 4:00:00,43.85387,-68.62478,43.84078,-68.62862,54.9,53.7,54.3,20,0.802,4485540,1,20,4,1.62,2008,9.4,33.18
1123,1610987,FL08,46,3,3,557,lobster american,Homarus americanus,8,8,4.62,4.62,WH,KG,0,0.62,4,NR,10/16/2008 4:00:00,10/16/2008 4:00:00,43.76847,-68.72287,43.77925,-68.72018,58.6,59,58.8,16,0.675,4485541,1.25,20,10,5.775,2008,9.3,33.18
1124,1610988,FL08,47,3,3,555,lobster american,Homarus americanus,17,17,8.32,8.32,WH,KG,0,3.68,4.64,NR,10/16/2008 4:00:00,10/16/2008 4:00:00,43.77428,-68.78533,43.7614,-68.78048,56.6,57.9,57.25,20,0.803,4485542,1,20,17,8.32,2008,9.4,33.1
1125,1610989,FL08,48,3,3,377,lobster american,Homarus americanus,135,135,36.32,36.32,WH,KG,0,20.2,16.12,R,10/10/2008 4:00:00,10/10/2008 4:00:00,43.8908,-68.79355,43.88288,-68.7911,48.1,55.1,51.6,13,0.485,4485543,1.538461538,20,207.6923077,55.87692308,2008,10.8,32.66
1126,1610991,FL08,50,3,1,171,lobster american,Homarus americanus,666,666,135.28,135.28,WH,KG,0,73.32,61.96,R,10/17/2008 4:00:00,10/17/2008 4:00:00,44.10618,-68.77242,44.11772,-68.78353,14.9,13.4,14.15,20,0.842,4485545,1,20,666,135.28,2008,12,31.45
1127,1610992,FL08,51,3,1,131,lobster american,Homarus americanus,51,51,13.7,13.7,WH,KG,0,8.7,5,NR,10/17/2008 4:00:00,10/17/2008 4:00:00,44.15278,-68.78873,44.16023,-68.79782,8.9,10.5,9.7,15,0.597,4485546,1.333333333,20,68,18.26666667,2008,12.1,31.43
1128,1610993,FL08,52,3,1,108,lobster american,Homarus americanus,130,130,32.48,32.48,WH,KG,0,18.7,13.78,NR,10/17/2008 4:00:00,10/17/2008 4:00:00,44.18762,-68.76087,44.17927,-68.76903,18,15.7,16.85,15,0.612,4485547,1.333333333,20,173.3333333,43.30666667,2008,12,31.98
1129,1610994,FL08,53,4,1,78,lobster american,Homarus americanus,33,33,10.42,10.42,WH,KG,0,6.42,4,R,10/20/2008 4:00:00,10/20/2008 4:00:00,44.30055,-68.49762,44.29137,-68.48518,18.9,19.1,19,19,0.767,4485548,1.052631579,20,34.73684211,10.96842105,2008,11.6,31.98
1130,1610995,FL08,54,4,3,563,lobster american,Homarus americanus,223,223,75.58,75.58,WH,KG,0,35.14,40.44,RA,10/21/2008 4:00:00,10/21/2008 4:00:00,43.97462,-68.54847,43.96595,-68.55477,46.8,48.1,47.45,15,0.605,4485549,1.333333333,20,297.3333333,100.7733333,2008,10.4,32.85
1131,1610996,FL08,55,4,3,586,lobster american,Homarus americanus,82,82,31.52,31.52,WH,KG,0,16,15.52,NR,10/21/2008 4:00:00,10/21/2008 4:00:00,43.94295,-68.57763,43.95562,-68.5755,46.4,44.1,45.25,20,0.778,4485550,1,20,82,31.52,2008,10.5,32.79
1132,1610997,FL08,56,4,3,614,lobster american,Homarus americanus,18,18,20.4,20.4,WH,KG,0,11.88,8.52,R,10/21/2008 4:00:00,10/21/2008 4:00:00,43.93165,-68.44923,43.94482,-68.4455,56.4,54,55.2,20,0.807,4485551,1,20,18,20.4,2008,10.2,32.94
1133,1611077,FL08,57,4,3,518,lobster american,Homarus americanus,146,146,52.72,52.72,WH,KG,0,24.58,28.14,R,10/21/2008 4:00:00,10/21/2008 4:00:00,44.00142,-68.38892,44.01302,-68.39662,48,46.6,47.3,20,0.912,4485552,1,20,146,52.72,2008,10.5,32.77
1134,1611078,FL08,58,4,4,443,lobster american,Homarus americanus,41,41,24.07,24.07,WH,KG,0,8.32,15.75,RA,10/23/2008 4:00:00,10/23/2008 4:00:00,44.06388,-68.12458,44.05052,-68.13028,54.2,55.5,54.85,20,0.84,4485553,1,20,41,24.07,2008,10.2,32.82
1135,1611080,FL08,60,4,4,649,lobster american,Homarus americanus,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,R,10/23/2008 4:00:00,10/23/2008 4:00:00,43.92442,-68.13517,43.92032,-68.15237,77.6,80,78.8,20,0.803,#N/A,1,20,0,0,2008,7.8,34.03
1136,1611081,FL08,61,4,3,495,lobster american,Homarus americanus,46,46,25.26,25.26,WH,KG,0,14.48,10.78,NR,10/23/2008 4:00:00,10/23/2008 4:00:00,44.00607,-68.30143,44.0174,-68.29607,49.7,50.2,49.95,19,0.721,4485555,1.052631579,20,48.42105263,26.58947368,2008,10.2,32.83
1137,1611795,FL08,62,4,2,9,lobster american,Homarus americanus,56,56,18,18,WH,KG,0,13.36,4.64,RA,10/24/2008 4:00:00,10/24/2008 4:00:00,44.43975,-68.2328,44.4362,-68.21448,23.6,25.7,24.65,20,0.814,4485556,1,20,56,18,2008,10.7,32.32
1138,1611895,FL08,63,4,1,4,lobster american,Homarus americanus,21,21,6.6,6.6,WH,KG,0,3.58,3.02,R,10/24/2008 4:00:00,10/24/2008 4:00:00,44.4574,-68.22713,44.46192,-68.20962,12.6,11.5,12.05,20,0.799,4485557,1,20,21,6.6,2008,10.6,32.17
1139,1611896,FL08,64,4,1,12,lobster american,Homarus americanus,146,146,36.86,36.86,WH,KG,0,21.12,15.74,R,10/24/2008 4:00:00,10/24/2008 4:00:00,44.44145,-68.16387,44.43213,-68.14992,19,18.1,18.55,20,0.82,4485558,1,20,146,36.86,2008,10.6,32.35
1140,1613079,FL08,65,4,2,41,lobster american,Homarus americanus,257,257,58.66,58.66,WH,KG,0,33.18,25.48,RA,10/24/2008 4:00:00,10/24/2008 4:00:00,44.37253,-68.1696,44.35967,-68.16203,24.8,25.7,25.25,20,0.836,4485559,1,20,257,58.66,2008,10.7,32.41
1141,1613081,FL08,67,4,2,120,lobster american,Homarus americanus,652,652,156.64,156.64,WH,KG,0,72.1,84.54,R,10/25/2008 4:00:00,10/25/2008 4:00:00,44.25737,-68.13282,44.27095,-68.1329,36.6,36.1,36.35,20,0.811,4485561,1,20,652,156.64,2008,10.4,32.59
1142,1613082,FL08,68,5,4,742,lobster american,Homarus americanus,5,5,7.72,7.72,WH,KG,0,7.56,0.16,R,10/28/2008 4:00:00,10/28/2008 4:00:00,44.16365,-67.81662,44.17123,-67.83113,73.9,71.5,72.7,20,0.787,4485562,1,20,5,7.72,2008,9.5,33.29
1143,1613086,FL08,69,5,4,751,lobster american,Homarus americanus,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,R,10/28/2008 4:00:00,10/28/2008 4:00:00,44.15775,-67.7853,44.15097,-67.77032,79.1,82.8,#N/A,20,0.788,#N/A,1,20,0,0,2008,9.3,33.33
1144,1613087,FL08,70,5,4,700,lobster american,Homarus americanus,8,8,11.32,11.32,WH,KG,0,7.26,4.06,R,10/28/2008 4:00:00,10/28/2008 4:00:00,44.21552,-67.7593,44.20457,-67.77128,67.6,71.4,69.5,20,0.837,4485563,1,20,8,11.32,2008,9.4,33.34
1145,1613088,FL08,71,5,1,234,lobster american,Homarus americanus,120,120,19.06,19.06,WH,KG,0,11.12,7.94,NR,10/30/2008 4:00:00,10/30/2008 4:00:00,44.47222,-67.8338,44.48283,-67.8393,9.5,7.3,8.4,18,0.681,4485564,1.111111111,20,133.3333333,21.17777778,2008,9.8,31.69
1146,1613089,FL08,72,5,3,633,lobster american,Homarus americanus,58,58,26.1,26.1,WH,KG,0,11.02,15.08,R,10/31/2008 4:00:00,10/31/2008 4:00:00,44.2643,-67.772683,44.25892,-67.78895,45.1,43.5,44.3,19,0.803,4485565,1.052631579,20,61.05263158,27.47368421,2008,9.7,33.05
1147,1613222,FL08,73,5,3,557,lobster american,Homarus americanus,38,38,23.26,23.26,WH,KG,0,12.04,11.22,R,10/31/2008 4:00:00,10/31/2008 4:00:00,44.30433,-67.68377,44.31033,-67.66857,48.4,46.2,47.3,20,0.773,4485566,1,20,38,23.26,2008,9.8,32.95
1148,1613223,FL08,74,5,3,589,lobster american,Homarus americanus,33,33,19.52,19.52,WH,KG,0,6.8,12.72,R,10/31/2008 4:00:00,10/31/2008 4:00:00,44.28775,-67.62388,44.2927,-67.60655,53.5,50.2,51.85,20,0.805,4485567,1,20,33,19.52,2008,9.8,32.98
1149,1613224,FL08,75,5,1,114,lobster american,Homarus americanus,51,51,6.38,6.38,WH,KG,0,3.08,3.3,R,11/1/2008 4:00:00,11/1/2008 4:00:00,44.5837,-67.45293,44.58557,-67.45993,8.6,7.2,7.9,8,0.341,4485568,2.5,20,127.5,15.95,2008,9.6,31.92
1150,1613225,FL08,76,5,1,115,lobster american,Homarus americanus,72,72,7.46,7.46,WH,KG,0,4.34,3.12,NR,11/1/2008 4:00:00,11/1/2008 4:00:00,44.59938,-67.43645,44.59253,-67.4526,9.6,9.4,9.5,20,0.805,4485570,1,20,72,7.46,2008,9.7,32.31
1151,1613227,FL08,78,5,2,209,lobster american,Homarus americanus,355,355,101.16,101.16,WH,KG,0,52.82,48.34,R,11/2/2008 4:00:00,11/2/2008 4:00:00,44.51248,-67.45008,44.52107,-67.43663,28.8,32.3,33.85,20,0.774,4485572,1,20,355,101.16,2008,9.9,32.75
1152,1613228,FL08,79,5,2,226,lobster american,Homarus americanus,262,262,79.56,79.56,WH,KG,0,36.32,43.24,R,11/2/2008 4:00:00,11/2/2008 4:00:00,44.49432,-67.4348,44.49942,-67.41687,38.2,32.6,35.4,20,0.831,4485573,1,20,262,79.56,2008,10.1,32.6
1153,1789346,SP09,1,1,2,597,lobster american,Homarus americanus,30,30,7.74,7.74,WH,KG,0,4.62,3.12,NR,5/4/2009 4:00:00,5/4/2009 4:00:00,42.94808,-70.6007,42.94168,-70.61312,35,32.1,33.5,15,0.669,4677375,1.333333333,20,40,10.32,2009,3.6,32.45
1154,1792844,SP09,2,1,2,675,lobster american,Homarus americanus,23,23,7.3,7.3,WH,KG,0,2.26,5.04,R,5/4/2009 4:00:00,5/4/2009 4:00:00,42.86992,-70.6838,42.88405,-70.68323,32.2,32.3,32.25,20,0.847,4677376,1,20,23,7.3,2009,3.4,32.46
1155,1792845,SP09,3,1,1,629,lobster american,Homarus americanus,1,1,0.23,0.23,WH,KG,0,0.23,#N/A,R,5/4/2009 4:00:00,5/4/2009 4:00:00,42.90577,-70.8009,42.91412,-70.79333,3.3,3.4,3.35,16,0.645,4677377,1.25,20,1.25,0.2875,2009,6.1,32.1
1156,1792847,SP09,5,1,1,572,lobster american,Homarus americanus,29,29,7.72,7.72,WH,KG,0,1.7,6.02,R,5/4/2009 4:00:00,6/4/2009 4:00:00,42.94447,-70.72508,42.9538,-70.718,18.4,18.6,18.5,16,0.641,4677379,1.25,20,36.25,9.65,2009,3.8,32.41
1157,1792852,SP09,6,1,3,582,lobster american,Homarus americanus,15,15,5.62,5.62,WH,KG,0,2.6,3.02,R,5/5/2009 4:00:00,5/5/2009 4:00:00,42.95508,-70.49445,42.96162,-70.47893,50.4,49,49.7,20,0.79,4677380,1,20,15,5.62,2009,3.5,32.48
1158,1792853,SP09,7,1,3,454,lobster american,Homarus americanus,5,5,6.2,6.2,WH,KG,0,0.68,5.52,R,5/5/2009 4:00:00,5/5/2009 4:00:00,43.07937,-70.37507,43.06882,-70.38753,53.3,56.1,54.7,20,0.844,4677381,1,20,5,6.2,2009,3.7,32.48
1159,1792854,SP09,8,1,3,406,lobster american,Homarus americanus,11,11,3.74,3.74,WH,KG,0,2.12,1.62,R,5/5/2009 4:00:00,5/5/2009 4:00:00,43.13108,-70.36783,43.12257,-70.3824,57.7,52.5,55.1,20,0.818,4677382,1,20,11,3.74,2009,3.7,32.42
1160,1792856,SP09,10,1,3,328,lobster american,Homarus americanus,62,62,12.4,12.4,WH,KG,0,7.06,5.34,R,5/5/2009 4:00:00,5/5/2009 4:00:00,43.20703,-70.40545,43.19347,-70.41282,40,39.8,39.9,20,0.873,4677384,1,20,62,12.4,2009,3.9,32.37
1161,1792857,SP09,11,1,2,285,lobster american,Homarus americanus,43,43,11.02,11.02,WH,KG,0,4.64,6.38,R,5/6/2009 4:00:00,5/6/2009 4:00:00,43.21963,-70.47925,43.2312,-70.47245,27.7,28.2,27.95,20,0.8582,4677385,1,20,43,11.02,2009,3.7,32.14
1162,1792858,SP09,12,1,2,204,lobster american,Homarus americanus,84,84,19.66,19.66,WH,KG,0,9.92,9.74,R,5/6/2009 4:00:00,5/6/2009 4:00:00,43.30322,-70.35112,43.28983,-70.34575,35,40.4,37.7,20,0.862,4677386,1,20,84,19.66,2009,4,32.41
1163,1793125,SP09,13,1,1,198,lobster american,Homarus americanus,27,27,8.6,8.6,WH,KG,0,5.62,2.98,R,5/6/2009 4:00:00,5/6/2009 4:00:00,43.2969,-70.49487,43.28597,-70.50552,18.7,18.7,18.7,20,0.821,4677387,1,20,27,8.6,2009,5.1,31.82
1164,1793126,SP09,14,1,1,300,lobster american,Homarus americanus,44,44,13.72,13.72,WH,KG,0,5.76,7.96,R,5/6/2009 4:00:00,5/6/2009 4:00:00,43.20023,-70.57428,43.2137,-70.57057,14.1,14.7,14.4,20,0.825,4677388,1,20,44,13.72,2009,6.2,31.36
1165,1793127,SP09,15,1,4,429,lobster american,Homarus americanus,5,5,4.56,4.56,WH,KG,0,0.3,4.26,R,5/7/2009 4:00:00,5/7/2009 4:00:00,43.11498,-70.23658,43.11582,-70.25457,79.7,76.4,78.05,20,0.791,4677389,1,20,5,4.56,2009,4,32.89
1166,1793182,SP09,16,1,4,336,lobster american,Homarus americanus,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,R,5/7/2009 4:00:00,5/7/2009 4:00:00,43.20005,-70.21537,43.18807,-70.22445,64.6,63.8,64.2,20,0.823,#N/A,1,20,0,0,2009,3.9,29.77
1167,1793186,SP09,17,1,4,319,lobster american,Homarus americanus,2,2,0.5,0.5,WH,KG,0,0.36,0.14,RA,5/7/2009 4:00:00,5/7/2009 4:00:00,43.22682,-70.14993,43.21382,-70.15068,70.3,67.6,68.95,20,0.78,4677390,1,20,2,0.5,2009,3.9,32.85
1168,1793586,SP09,18,1,3,208,lobster american,Homarus americanus,24,24,5.76,5.76,WH,KG,0,4.32,1.44,RA,5/7/2009 4:00:00,5/7/2009 4:00:00,43.31007,-70.2639,43.29815,-70.27392,54.5,49.6,52.05,20,0.839,4677391,1,20,24,5.76,2009,4.1,32.43
1169,1793588,SP09,20,1,4,70,lobster american,Homarus americanus,2,2,0.63,0.63,WH,KG,0,0.63,#N/A,R,5/8/2009 4:00:00,5/8/2009 4:00:00,43.44522,-70.09122,43.45733,-70.0824,65,65.7,65.35,20,0.82,4677393,1,20,2,0.63,2009,3.8,32.43
1170,1793589,SP09,21,1,3,79,lobster american,Homarus americanus,9,9,3.32,3.32,WH,KG,0,2,1.32,R,5/8/2009 4:00:00,5/8/2009 4:00:00,43.42295,-70.1475,43.43442,-70.15703,61,54.1,57.55,20,0.803,4677394,1,20,9,3.32,2009,4.3,32.38
1171,1793591,SP09,23,1,1,72,lobster american,Homarus americanus,572,572,175.56,175.56,WH,KG,0,87.58,87.98,R,5/8/2009 4:00:00,5/8/2009 4:00:00,43.42937,-70.31115,43.44102,-70.31883,20.1,15.6,17.85,20,0.773,4677396,1,20,572,175.56,2009,8.7,30.99
1172,1793592,SP09,24,1,2,18,lobster american,Homarus americanus,31,31,6.38,6.38,WH,KG,0,3.16,3.22,R,5/8/2009 4:00:00,5/8/2009 4:00:00,43.51343,-70.2425,43.50377,-70.25533,23.5,23.4,23.45,20,0.806,4677397,1,20,31,6.38,2009,4.8,32.45
1173,1793593,SP09,25,2,4,732,lobster american,Homarus americanus,1,1,0.62,0.62,WH,KG,0,#N/A,0.62,R,5/11/2009 4:00:00,5/11/2009 4:00:00,43.45877,-69.91387,43.45018,-69.92952,76,79.8,77.9,20,0.855,4678885,1,20,1,0.62,2009,4.3,32.89
